Character,Dialogue,Season,Episode
Monica,and did he,7,18
Phoebe,im a lady monica i dont kiss and tell but this hickey,7,18
Monica,okayokay i got it i got it,7,18
Phoebe,i just like him so much that i just feel like ive had 10 drinks,7,18
Monica,oh i havent had that feeling since i first started going out with,7,18
Phoebe,you sound like a guy,7,18
Monica,no a guy would be saying im never gonna get to sleep with,7,18
Phoebe,youll have a last kiss,7,18
Ross,can i ask you something have you ever had a guy have a crush on you,7,18
Joey,is that why you wanted to tie my tie,7,18
Ross,theres this kid in my class who said hes in love with me,7,18
Joey,whoa,7,18
Rachel,entering from her room whoa what,7,18
Joey,ross has a boyfriend,7,18
Ross,i doi do not have a boyfriend theres a guy in one of my,7,18
Rachel,really,7,18
Ross,yeah i dont know i mean last year elizabeth nownow this kid,7,18
Rachel,not right now,7,18
Ross,ititthe point is my natural charisma has made him fail his midterm,7,18
Rachel,oh see now i feel bad for the kid i had a crush on a teacher once and,7,18
Ross,yeah i guess i can cut him some slack,7,18
Rachel,yeah,7,18
Joey,howd you get over that teacher,7,18
Rachel,i didnt i got under him,7,18
Joey,to ross problem solved,7,18
Phoebe,okay bye they kiss,7,18
Phoebe,bye phoebe goes over and joins monica on the couch we said goodbye,7,18
Monica,phoebe its okay you dont have to tip toe around me,7,18
Phoebe,yelling back i miss you too he walks away,7,18
Monica,see thats what i mean i mean that thats great but,7,18
Chandler,oh totally holds up his finger pull my finger,7,18
Joey,to rachel this is it this is my category,7,18
Rachel,i know my god do you have your speech,7,18
Joey,yeah i got my speech,7,18
Rachel,do you got your gracious loser face,7,18
Joey,yeah does it,7,18
Rachel,now joey remember if you win you have to hug me you hug me,7,18
Joey,okay can i squeeze your ass,7,18
Rachel,on tv yeah,7,18
Joey,kay,7,18
Joey,what the joey pounds the table and starts yelling at rachel and which,7,18
Joey,angrily and monotone any one of the brilliant actresses nominated for,7,18
Rachel,joey why did we have to rush out of there so fast,7,18
Joey,rach we had to get out of there because look what i won he whips out,7,18
Rachel,oh my god you stole her award,7,18
Joey,nono no im accepting it on her behalf he puts it up above the,7,18
Rachel,joey i dont think you know what behalf means,7,18
Joey,sure i do its a verb as in i behalfin it,7,18
Rachel,joey you have got to take this back,7,18
Joey,but why i shouldve won one and i really want it and she,7,18
Rachel,looking at the award no joey,7,18
Joey,come on rach no one saw me take it there was a whole table full of,7,18
Rachel,do you really want an award you didnt win,7,18
Joey,no i want an award i did win but nobodys giving me any of those,7,18
Rachel,joey is says best supporting actress,7,18
Joey,i can scratch that right off,7,18
Rachel,joey no this is wrong you have to take it back okay you dont,7,18
Joey,all right,7,18
Rachel,all right he sets the award down thank you,7,18
Joey,ill take it back tomorrow,7,18
Rachel,thank you,7,18
Joey,opening his door if i cant have it you cant have it rachel,7,18
Ross,turning towards him yes mr lewis how can i help you,7,18
Ross,and why exactly would i do that goes back to writing on the board,7,18
Ross,turning around and dragging the chalk down the board what,7,18
Ross,no,7,18
Ross,well thats different okay because he he was actually in love with,7,18
Ross,what,7,18
Ross,i cant believe someone would do that for a grade,7,18
Monica,have you seen chandler,7,18
Phoebe,no why,7,18
Monica,cause i just keeping thinking about all these things that im,7,18
Phoebe,okay dont sweat it looking around her chandler is nowhere,7,18
Monica,phoebe come on im serious i just got to talk to him about all,7,18
Phoebe,no that is the last thing you want to do,7,18
Monica,why,7,18
Phoebe,because youre marrying him,7,18
Monica,you gotta help me out here pheebs,7,18
Phoebe,all right ive never been engaged and ive never really been,7,18
Monica,so im not supposed to share my doubts and fears with the guy,7,18
Phoebe,that is correct yes youre supposed to take all of that stuff and,7,18
Monica,your mother told you this,7,18
Phoebe,yes,7,18
Monica,the woman that got married a bunch of times and killed herself when you,7,18
Phoebe,oh my god youre right go monica starts to leave go tell,7,18
Rachel,i cannot believe im gonna meet jessica ashley,7,18
Joey,okay waitwait pplease be cool okay i work with this woman,7,18
Rachel,okay im totally cool she coolly knocks on the door,7,18
Joey,hey jessica,7,18
Rachel,coolly hey jess,7,18
Joey,ah this is my friend rachel,7,18
Rachel,sup joey glares at her,7,18
Joey,uh listen heres your soapie i accepted it for ya hands it to,7,18
Joey,well thatthatthats it youre gonna youre gonna put,7,18
Joey,to rachel take it back,7,18
Rachel,absolutely,7,18
Joey,yyyeah as they start to leave rachel pauses and steals a vase with,7,18
Monica,honey as we get closer to the wedding is there anything that you would,7,18
Chandler,okay well i think the centerpieces are too big,7,18
Monica,youre wrong the centerpieces are fine do you ever get scared at,7,18
Chandler,kinda theyre really big,7,18
Monica,doesnt it ever just freak you out thatthat youre never,7,18
Chandler,what,7,18
Monica,just i love you so much justits just sometimes it bothers,7,18
Chandler,no no see when i first meet somebody its uh its mostly,7,18
Monica,okay but all right youre a guy does it not freak you that,7,18
Chandler,sleeping with somebody new anxiety panic and im afraid even,7,18
Monica,even with me,7,18
Chandler,i was dangerously dehydrated during the first six months of our,7,18
Monica,really,7,18
Chandler,well yeah but now that i know that youre having these thoughts,7,18
Monica,come here come here they hug sweetie you dont have to worry,7,18
Chandler,hoarsely water water water,7,18
Ross,uh mr morse can i speak to you for a moment,7,18
Ross,uhhmm yeahyeah do you like it dodo you looove it i just want you to,7,18
Ross,cause i know what youre trying to pull here okay its,7,18
Ross,yknow what iim not even gonna talk about this okay this,7,18
Phoebe,rach,7,18
Rachel,ill be out in a second,7,18
Phoebe,oh picks it up its just so unexpected ii uhboy,7,18
Rachel,entering from her room honey we have to go our reservations are at,7,18
Phoebe,in reservations at 800 by neil simon to an imaginary neil,7,18
Rachel,okay honey you can finish this later were gonna be late we gotta,7,18
Phoebe,please dont play the music just uh one more live from new,7,18
Phoebe,to joey oh hey how was your audition,7,19
Joey,im sorry do i know you,7,19
Phoebe,what are you doing,7,19
Joey,nothing im just practicing blowing you off because im gonna,7,19
Phoebe,oh you got it,7,19
Joey,well no not yet but the audition went really good,7,19
Monica,what was it for,7,19
Joey,oh its this big budget period movie about these three italian,7,19
Phoebe,the next next,7,19
Joey,yeah theres this guy from chicago whos supposed to be the,7,19
Joey,to monica and phoebe they loved me,7,19
Joey,on phone oh my god,7,19
Joey,are you kidding me i never rent a movie without it listens oh,7,19
Phoebe,whats the matter,7,19
Joey,they want me to be totally naked in the movie,7,19
Monica,wow,7,19
Joey,i know my grandmothers gonna see this,7,19
Phoebe,grandmas gonna have to get in line,7,19
Phoebe,hey the wedding is so close are you getting nervous,7,19
Monica,yeah but a part of me also cant wait til its over,7,19
Ross,a no sex pact huh i actually have one of those going on with every woman,7,19
Monica,hey phoebe will you give me a hand,7,19
Phoebe,sure,7,19
Monica,i gotta make up the guest bedroom to ross hey cousin cassie is,7,19
Ross,cassie,7,19
Monica,uhhmm,7,19
Ross,wow i havent seen her for like forever i wonder if she still,7,19
Monica,ross shes 25 years old,7,19
Ross,so what i still haveno youre probably right,7,19
Rachel,entering hi,7,19
Monica,hey,7,19
Phoebe,hey,7,19
Rachel,hey pheebs can i talk to you over here for a second,7,19
Phoebe,yeah,7,19
Monica,subtle guys,7,19
Phoebe,what,7,19
Monica,i know youre planning my surprise bridal shower,7,19
Rachel,laughs well okaywell dont ruin it just play along at,7,19
Monica,okay sorry she goes into the guest bedroom,7,19
Rachel,to phoebe oh my god we have to throw her a shower,7,19
Monica,hey what did you decide to do about the movie,7,19
Joey,i dont know its not like its porn this is a serious,7,19
Monica,thats what you say about porn,7,19
Joey,youre right maybe i shouldnt even go on the call back,7,19
Monica,no no you should a lot of major actors do nude scenes i mean the,7,19
Joey,well thats true and i am only naked in one scene plus it sounds,7,19
Monica,plus everyones gonna see your thing giggles,7,19
Phoebe,well when can we have this shower,7,19
Rachel,she has got so much going on wewe have only two options we have,7,19
Phoebe,well thats only two days away what is the other option,7,19
Rachel,yesterday,7,19
Phoebe,well if we make it yesterday woohoo were done,7,19
Rachel,oh my god phoebe this is impossible we cant do this by friday,7,19
Phoebe,rachel calm down,7,19
Rachel,calmly okay im sorry youre right youre right,7,19
Phoebe,grabs and shakes rachel just calm down woman,7,19
Rachel,phoebe i already i already did,7,19
Phoebe,oh okay all right then i need to calm down a little,7,19
Rachel,okay okay they sit down i think we can do this if we just get,7,19
Phoebe,uh here what time,7,19
Rachel,4 oclock food,7,19
Phoebe,finger sandwiches and tea,7,19
Rachel,ooh great very monica,7,19
Phoebe,and chili,7,19
Rachel,ah you went one too far uh flowers or balloons,7,19
Phoebe,both,7,19
Rachel,were paying for this yknow,7,19
Phoebe,neither,7,19
Rachel,okay umm what should we do for the theme,7,19
Phoebe,lusts of the flesh,7,19
Rachel,pause what,7,19
Phoebe,i dont know timidly a cowboy theme,7,19
Chandler,hey,7,19
Monica,hey,7,19
Chandler,yknow imim really glad we decided not to sleep,7,19
Monica,oh boy me too,7,19
Chandler,yknow i was thinking if we had aa big fight and uh we,7,19
Monica,yeah,7,19
Chandler,technically we could have sex again what do you think bossy and,7,19
Monica,the wedding is off sloppy and immature,7,19
Chandler,thats me come on,7,19
Monica,okay they both jump up to head for there room but monica stops but,7,19
Chandler,well get rid of her obsessive and shrill,7,19
Monica,shrill the wedding is back on,7,19
Chandler,transfixed hi nice to meet you,7,19
Monica,so are you ready to go,7,19
Monica,catching him chandler,7,19
Chandler,ill be right with you,7,19
Monica,to ross cassie needs to stay at your place,7,19
Ross,whatwhy,7,19
Monica,because purvry perverson over here cant stop staring at her,7,19
Ross,what chandler shes our cousin,7,19
Chandler,i was not staring at her okay i was just listening intently,7,19
Monica,you were staring about eight inches south of there,7,19
Ross,fine she can stay at my place by the way whatwhat does cassie even,7,19
Monica,she looks exactly like aunt marilyn,7,19
Chandler,umm so this aunt marilyn isisisis she coming to the wedding,7,19
Monica,wafer thin ice,7,19
Joey,hey im back,7,19
Joey,uh so willwill i be reading the same scene again,7,19
Joey,oh great yknow i wouldve been perfect for this part but,7,19
Joey,and scene huh wasnt that fun we did a little improv there yeah,7,19
Joey,wow sure thats great,7,19
Joey,yeah yeah sure just long as its handled tastefully and that barn,7,19
Joey,sowhat,7,19
Joey,yes,7,19
Joey,no what,7,19
Joey,barmifsaed,7,19
Monica,so to get this part you cant be,7,19
Joey,nope,7,19
Monica,but you are,7,19
Joey,yep,7,19
Monica,but you told them you werent,7,19
Joey,thats right,7,19
Monica,wow wow and its definitely all gone theres nothing there,7,19
Joey,i dont know i really want this part and they tell you no matter,7,19
Monica,joey this is not like learning to ride a horse this is like learning,7,19
Joey,i kni know i know okay and apparently tomorrow when i go in to meet,7,19
Monica,oh my god what are you gonna do,7,19
Joey,i just have to call my agent and tell her i cant do the part gets,7,19
Monica,unless,7,19
Joey,unless what,7,19
Monica,well this may sound crazy but there maybe something we could fashion,7,19
Joey,like what,7,19
Monica,well im not sure yet but umm of the top of my head im,7,19
Phoebe,hey ive got a great idea for party favors for the shower okay,7,19
Rachel,okay okay all right you take care of that and meanwhile the party,7,19
Phoebe,okay okay well okay who do we know thats coming me are you,7,19
Monica,entering hey,7,19
Phoebe,hey,7,19
Rachel,hey whats up mon,7,19
Monica,well uh im trying to make something for joey do you mind if i,7,19
Rachel,have at it,7,19
Monica,okay opens the fridge all right turkey eh that wont work,7,19
Rachel,are you makin him a sandwich,7,19
Monica,no its umm more like a wrap okay so uh im gonna go guys,7,19
Monica,i guess you can get back to deciding on what to get me for a present,7,19
